,target,value_count
9439,Soles,1
9440,90,1
9441,saucer,1
9442,Dackson's,1
9443,Klondykes,1
9444,hurrying,1
9445,2.8,1
9446,attributable,1
9447,indignity,1
9448,naked,1
9449,trenches,1
9450,tific,1
9451,apologising,1
9452,Frederick,1
9453,Five,1
9454,graces,1
9455,eldest,1
9456,trodden,1
9457,tolerant,1
9458,wad,1
9459,flamingoes,1
9460,brewing,1
9461,exhaust,1
9462,279,1
9463,publish,1
9464,hilly,1
9465,currence,1
9466,ACUTELY,1
9467,cluster,1
9468,Harvey,1
9469,cottons,1
9470,mates,1
9471,incorrect,1
9472,doped,1
9473,shower,1
9474,breakfast-nook,1
9475,manifested,1
9476,bidet,1
9477,slant,1
9478,five-year-old,1
9479,dined,1
9480,Overnight,1
9481,neighbourliness,1
9482,kercher,1
9483,ness,1
9484,peeled,1
9485,shove,1
9486,Provisions,1
9487,undertook,1
9488,Butagas,1
9489,ontogenetic,1
9490,Grissom,1
9491,score,1
9492,lifetime,1
9493,council's,1
9494,woodfiller,1
9495,sceptical,1
9496,animatedly,1
9497,attracts,1
9498,deny,1
9499,clerk,1
9500,lethargy,1
9501,Junior,1
9502,rebuked,1
9503,ensuring,1
9504,fitments,1
9505,grapher,1
9506,Total,1
9507,aiming,1
9508,casting,1
9509,shrubs,1
9510,heart-searching,1
9511,ears,1
9512,cleaner,1
9513,rash,1
9514,eccentric,1
9515,recess,1
9516,twist,1
9517,effervescent,1
9518,252,1
9519,malformed,1
9520,interrupted,1
9521,ister,1
9522,flat-rate,1
9523,compose,1
9524,POPULAR,1
9525,INSTITUTE,1
9526,acquaintanceship,1
9527,adjourned,1
9528,batsman,1
9529,Jeanne,1
9530,scribble,1
9531,molasses,1
9532,Catch,1
9533,darndest,1
9534,coastline,1
9535,unitary,1
9536,bending,1
9537,supplement,1
9538,D.j.,1
9539,student,1
9540,short-term,1
9541,shillelagh,1
9542,weighs,1
9543,mug,1
9544,Murville,1
9545,underneath,1
9546,Lieven,1
9547,Brauchitsch,1
9548,provoking,1
9549,PHILOSOPHER,1
9550,influential,1
9551,stews,1
9552,secular,1
9553,fuss-box,1
9554,elect,1
9555,Wilcox,1
9556,container,1
9557,Base,1
9558,irresolute,1
9559,conferences,1
9560,quisitively,1
9561,Mistah,1
9562,simultaneously,1
9563,Turin,1
9564,Bitter-Herbs,1
9565,subjugation,1
9566,plausible,1
9567,pyramid,1
9568,dirty,1
9569,Parana,1
9570,capa-,1
9571,observations,1
9572,boarder,1
9573,successors,1
9574,Celeste,1
9575,accompanist,1
9576,talented,1
9577,Stop,1
9578,dog,1
9579,flapping,1
9580,Suffolk,1
9581,correspondence,1
9582,unlawful,1
9583,undress,1
9584,bare,1
9585,"100,000,000",1
9586,wounded,1
9587,voluble,1
9588,livingroom,1
9589,correction,1
9590,bundle,1
9591,Longfellow,1
9592,vehicle,1
9593,optimum,1
9594,traycloths,1
9595,jib,1
9596,Deanes,1
9597,head-stone,1
9598,shuddered,1
9599,urgency,1
9600,sentences,1
9601,pulsation,1
9602,salmon,1
9603,defiance,1
9604,negligible,1
9605,summarize,1
9606,100-250,1
9607,fidelity,1
9608,Propr.,1
9609,Furthermore,1
9610,Indeed,1
9611,no-,1
9612,McGeorge,1
9613,91,1
9614,viewed,1
9615,elimination,1
9616,Double,1
9617,chrysanthemums,1
9618,upheaval,1
9619,Blanche,1
9620,OTHER,1
9621,imagined,1
9622,liability,1
9623,coefficients,1
9624,orator,1
9625,subsidise,1
9626,Lambretta,1
9627,relationships,1
9628,trays,1
9629,Thomas's,1
9630,aerian,1
9631,exterior,1
9632,posse,1
9633,unconvinced,1
9634,knaves,1
9635,August,1
9636,discharging,1
9637,know-how,1
9638,Jury,1
9639,responding,1
9640,rigged,1
9641,nudging,1
9642,layers,1
9643,calorie,1
9644,Luddite,1
9645,rounding,1
9646,coach-houses,1
9647,Emma,1
9648,intersection,1
9649,mobs,1
9650,barbarian,1
9651,constables,1
9652,200-fathom,1
9653,boomed,1
9654,Details,1
9655,unpleasant,1
9656,Confessions,1
9657,multiplied,1
9658,CORRESPONDENT,1
9659,drainage,1
9660,trimmed,1
9661,neutrality,1
9662,Gibbons,1
9663,5pe-soled,1
9664,criticise,1
9665,unclassified,1
9666,compound,1
9667,deplored,1
9668,Indo-,1
9669,touched,1
9670,restriction,1
9671,launder,1
9672,Yves,1
9673,systematically,1
9674,finger-nail,1
9675,sage,1
9676,sugyas,1
9677,lid,1
9678,allows,1
9679,"6,000",1
9680,numb,1
9681,banks',1
9682,panionship,1
9683,Expense,1
9684,mountain,1
9685,embassies,1
9686,courtiers,1
9687,Inspection,1
9688,rectory,1
9689,busi-,1
9690,2ole,1
9691,handful,1
9692,pure,1
9693,Tannin-free,1
9694,survival,1
9695,pneumonia,1
9696,twenty-three,1
9697,preser-,1
9698,Rockies,1
9699,marauding,1
9700,impale,1
9701,97.5,1
9702,myth,1
9703,battlefield,1
9704,1683,1
9705,duly,1
9706,mules,1
9707,buoyancy,1
9708,awards,1
9709,chancery,1
9710,unhappily,1
9711,revenge,1
9712,MRS.,1
9713,vulgar,1
9714,tributary,1
9715,Shem,1
9716,out-of-date,1
9717,accidentally,1
9718,unpunctual,1
9719,Superintendent,1
9720,oil,1
9721,trans-,1
9722,adjusted,1
9723,pessimists,1
9724,revenue,1
9725,boiled,1
9726,Workers,1
9727,scratching,1
9728,dusk,1
9729,elder,1
9730,taut,1
9731,headfirst,1
9732,Within,1
9733,coprecipitated,1
9734,hoops,1
9735,satin,1
9736,"13,000",1
9737,coached,1
9738,2200-0200,1
9739,insoluble,1
9740,mentions,1
9741,lethal,1
9742,velvety,1
9743,ignoring,1
9744,disagreeable,1
9745,Management,1
9746,Restigouche,1
9747,priority,1
9748,79,1
9749,encourages,1
9750,liquid,1
9751,14,1
9752,Men,1
9753,grata,1
9754,houseman,1
9755,cauliflowers,1
9756,Russ,1
9757,fancy,1
9758,abruptly,1
9759,Purchases,1
9760,somnolence,1
9761,jetty,1
9762,rumbling,1
9763,BODY,1
9764,deceive,1
9765,bouts,1
9766,reclining,1
9767,knees,1
9768,grumbling,1
9769,chilliness,1
9770,dahlias,1
9771,romantic,1
9772,pursed,1
9773,cosmic,1
9774,welcoming,1
9775,approximately,1
9776,bearing,1
9777,Ten,1
9778,Simpson,1
9779,dowel,1
9780,code,1
9781,part-singing,1
9782,chaotic,1
9783,compression,1
9784,raises,1
9785,3Mistah,1
9786,surging,1
9787,Usually,1
9788,Ruthenium-106,1
9789,estate,1
9790,limelight,1
9791,blander,1
9792,Nazis,1
9793,rebound,1
9794,maintain,1
9795,secrets,1
9796,ban,1
9797,depot,1
9798,"10,000",1
9799,arrows,1
9800,domination,1
9801,resign,1
9802,Powers,1
9803,shell,1
9804,impatience,1
9805,Assarja,1
9806,"15,695",1
9807,steward,1
9808,Boeing,1
9809,erupted,1
9810,dept.,1
9811,dictate,1
9812,glitter,1
9813,enteric,1
9814,indirectly,1
9815,opposing,1
9816,striven,1
9817,sharpened,1
9818,divagations,1
9819,zest,1
9820,Dowell,1
9821,predaceous,1
9822,contacts,1
9823,one-half,1
9824,six-,1
9825,gloom,1
9826,decontami-,1
9827,alarms,1
9828,moderation,1
9829,underskirt,1
9830,Training,1
9831,ruler,1
9832,ded,1
9833,ACCOUNTANCY,1
9834,agency,1
9835,cattle,1
9836,gradation,1
9837,covering,1
9838,600,1
9839,injunction,1
9840,Pontius,1
9841,Buganda,1
9842,throw,1
9843,manor,1
9844,Langland's,1
9845,houseboat,1
9846,Events,1
9847,organisers,1
9848,Rix,1
9849,arises,1
9850,platinum-plated,1
9851,Shame,1
9852,McNabb,1
9853,inasmuch,1
9854,ceptions,1
9855,Monty,1
9856,decadence,1
9857,coregoni,1
9858,besought,1
9859,bituminized,1
9860,discretion,1
9861,fishings,1
9862,abnormalities,1
9863,spy,1
9864,PARIS,1
9865,erences,1
9866,Sept.,1
9867,admired,1
9868,Thousands,1
9869,Nov.,1
9870,Geoffrey's,1
9871,"15,416",1
9872,resemblance,1
9873,Guardian,1
9874,contemptuous,1
9875,Antonioni's,1
9876,farmer,1
9877,unprecedented,1
9878,madonna,1
9879,THINK,1
9880,suited,1
9881,88-year-old,1
9882,magic,1
9883,dissections,1
9884,af-,1
9885,past-,1
9886,sible,1
9887,detective,1
9888,vary,1
9889,Consumption,1
9890,jargon,1
9891,audacity,1
9892,Had,1
9893,bombs,1
9894,suggestions,1
9895,despaired,1
9896,Guy's,1
9897,engine-coolant,1
9898,dairy,1
9899,thankless,1
9900,underlined,1
9901,world-wide,1
9902,proprietors,1
9903,haddock,1
9904,worried,1
9905,dearly,1
9906,corruption,1
9907,York's,1
9908,pathogens,1
9909,elasticity,1
9910,"800,000",1
9911,smelling,1
9912,recorder,1
9913,Martha,1
9914,Euphausia,1
9915,lighthouse,1
9916,quipped,1
9917,atrocious,1
9918,ruled,1
9919,gripping,1
9920,WOODWORKER,1
9921,GUEST,1
9922,Inevitably,1
9923,seine-net,1
9924,Moon,1
9925,trampled,1
9926,groove,1
9927,Tawia,1
9928,historic,1
9929,experimenta-,1
9930,missionary,1
9931,gluing,1
9932,stalwarts,1
9933,knights,1
9934,stillness,1
9935,idly,1
9936,Preference,1
9937,recommend,1
9938,mischief,1
9939,musical,1
9940,choked,1
9941,sinecure,1
9942,backers,1
9943,Parade,1
9944,judged,1
9945,infinitely,1
9946,99A,1
9947,Ellen,1
9948,radiators,1
9949,covers,1
9950,Complete,1
9951,deliberate,1
9952,comi-,1
9953,wine,1
9954,Femme,1
9955,Catechism,1
9956,speeded-up,1
9957,appreciate,1
9958,braces,1
9959,6impasse,1
9960,realize,1
9961,voters,1
9962,mechanism,1
9963,Educational,1
9964,uncomfortably,1
9965,Paget,1
9966,Foot-Griffiths,1
9967,1920,1
9968,rejoinder,1
9969,overestimate,1
9970,superiority,1
9971,Malcolm,1
9972,Communists,1
9973,Avoid,1
9974,large-scale,1
9975,pressing,1
9976,managerial,1
9977,basically,1
9978,Set,1
9979,lie,1
9980,Pravda,1
9981,YOU,1
9982,shoal,1
9983,flag,1
9984,Banzie,1
9985,Lady-,1
9986,recreations,1
9987,repugnant,1
9988,Whether,1
9989,irritation,1
9990,sulphates,1
9991,intended,1
9992,diaries,1
9993,ebriety,1
9994,se,1
9995,Dackson,1
9996,es-,1
9997,pedestrians,1
9998,hitherto,1
9999,molecular,1
10000,Signorina,1
10001,jutted,1
10002,corrosion,1
10003,pellets,1
10004,Toss,1
10005,Caesars,1
10006,prosperous,1
10007,fortune,1
10008,blacks,1
10009,encumbrances,1
10010,daggers,1
10011,summary,1
10012,SPITE,1
10013,Whom,1
10014,half-hoop,1
10015,champagne,1
10016,blouses,1
10017,summoned,1
10018,crowned,1
10019,voluptuousness,1
10020,diagnoses,1
10021,scripts,1
10022,calculated,1
10023,regrouping,1
10024,intensified,1
10025,Walworth,1
10026,boulders,1
10027,stronger,1
10028,farm-,1
10029,quers,1
10030,ridge,1
10031,Gene,1
10032,Flag,1
10033,unfounded,1
10034,hunting,1
10035,curriculum,1
10036,Communion,1
10037,calamities,1
10038,powers,1
10039,Religion,1
10040,pools,1
10041,assurance,1
10042,housemen,1
10043,plain-clothes,1
10044,nasty,1
10045,impurities,1
10046,destroyed,1
10047,lapse,1
10048,pulated,1
10049,Nyctiphanes,1
10050,spree,1
10051,"163,000,000",1
10052,manufacturer,1
10053,escaping,1
10054,pronounced,1
10055,Viking,1
10056,UNRELIABLE,1
10057,sister's,1
10058,Bow-street,1
10059,promote,1
10060,unceremoniously,1
10061,emissaries,1
10062,KING,1
10063,Heather's,1
10064,feather,1
10065,MAKARIOS,1
10066,urgently,1
10067,jibbing,1
10068,achievement,1
10069,Countess,1
10070,objected,1
10071,frenzy,1
10072,singular,1
10073,MENTIONING,1
10074,implicated,1
10075,Coats,1
10076,Turks,1
10077,forty-five,1
10078,walled,1
10079,ac-,1
10080,"150,000,000",1
10081,delight,1
10082,assist,1
10083,robe,1
10084,Godber's,1
10085,housewife,1
10086,collating,1
10087,puddings,1
10088,ramps,1
10089,Jeannie,1
10090,Consideration,1
10091,lending,1
10092,relieved,1
10093,Downstairs,1
10094,cleverer,1
10095,bounty,1
10096,dexterity,1
10097,clubbed,1
10098,beforehand,1
10099,ashamed,1
10100,decorating,1
10101,King's,1
10102,lag,1
10103,diagrams,1
10104,profoundly,1
10105,High,1
10106,emerge,1
10107,slashed,1
10108,nerves,1
10109,well-,1
10110,Dorothy,1
10111,lifeline,1
10112,technically,1
10113,Israelites,1
10114,Arms',1
10115,duced,1
10116,tokens,1
10117,clothed,1
10118,Levi's,1
10119,Mind,1
10120,bolted,1
10121,Dow's,1
10122,additional,1
10123,shortages,1
10124,mouldering,1
10125,back-benchers,1
10126,politician,1
10127,pected,1
10128,peeking,1
10129,dignity,1
10130,Present-day,1
10131,Knows,1
10132,rican,1
10133,irrevocable,1
10134,Looked,1
10135,torment,1
10136,sombre,1
10137,quoting,1
10138,congress,1
10139,blasted,1
10140,analogy,1
10141,GRIDO,1
10142,melons,1
10143,methodical,1
10144,directional,1
10145,Accuracy,1
10146,release,1
10147,trebled,1
10148,Modena,1
10149,impotent,1
10150,Oaks,1
10151,Already,1
10152,fizzles,1
10153,ately,1
10154,Park,1
10155,Right-Wing,1
10156,Lombardy,1
10157,1952,1
10158,sidered,1
10159,westerlies,1
10160,accommodate,1
10161,Eleazar,1
10162,labourers,1
10163,hall-mirror,1
10164,Cyprus,1
10165,British-owned,1
10166,IS,1
10167,wickedness,1
10168,exhibit,1
10169,metaphysics,1
10170,gassing,1
10171,nobles,1
10172,out-,1
10173,Geschichten,1
10174,Gov-,1
10175,HOBHOUSE,1
10176,V.,1
10177,Mala-,1
10178,poorer,1
10179,ALL,1
10180,Souter's,1
10181,Ps.,1
10182,detained,1
10183,federation,1
10184,Prebble,1
10185,angel,1
10186,Hendon,1
10187,bustling,1
10188,NONE,1
10189,encountering,1
10190,dotted,1
10191,tact,1
10192,Kabaka,1
10193,camp,1
10194,infamous,1
10195,Milan,1
10196,mating,1
10197,witnesses,1
10198,Inter-union,1
10199,Messusah,1
10200,brains,1
10201,1st,1
10202,comparisons,1
10203,crowds,1
10204,merrily,1
10205,clause,1
10206,religiosa,1
10207,gimlets,1
10208,commissioned,1
10209,wrestling,1
10210,CHARLES,1
10211,Nyasaland,1
10212,punctuated,1
10213,proficient,1
10214,sardonic,1
10215,crest,1
10216,alter,1
10217,shrieked,1
10218,Members',1
10219,transportable,1
10220,Mixed,1
10221,reaffirm,1
10222,protesting,1
10223,masterpiece,1
10224,infarction,1
10225,trousers,1
10226,impeccably,1
10227,Alley,1
10228,confirms,1
10229,"280,000",1
10230,Langley,1
10231,jots,1
10232,Corfu,1
10233,issuing,1
10234,11-12,1
10235,carries,1
10236,screeching,1
10237,boom,1
10238,speculation,1
10239,Would,1
10240,austerity,1
10241,transpired,1
10242,funnel,1
10243,generously,1
10244,shooting,1
10245,Fede-,1
10246,borrow,1
10247,tubular,1
10248,gossamer,1
10249,generals,1
10250,Transvaal,1
10251,WHILE,1
10252,Ford,1
10253,galloped,1
10254,radioactivity,1
10255,EARTH,1
10256,management,1
10257,Stan,1
10258,Chemical,1
10259,Know,1
10260,2nd,1
10261,faithful,1
10262,keel,1
10263,two-thirds,1
10264,Admiral,1
10265,Chelsea,1
10266,customs,1
10267,middle-income-bracket,1
10268,filling,1
10269,Jesty's,1
10270,Boxer,1
10271,LONGFELLOW,1
10272,shilling,1
10273,alarm,1
10274,guarded,1
10275,electrical,1
10276,workmen,1
10277,speechless,1
10278,all-exclusive,1
10279,jeopardised,1
10280,disciplined,1
10281,Thor,1
10282,PRINTED,1
10283,D.S.C.,1
10284,Stamp,1
10285,HENZE'S,1
10286,wavered,1
10287,Quixotic,1
10288,reminiscences,1
10289,electric,1
10290,decisive,1
10291,medley,1
10292,ZAMBELLI,1
10293,immunity,1
10294,gentleness,1
10295,Personal,1
10296,spliced,1
10297,repair,1
10298,ensembles,1
10299,slapped,1
10300,producing,1
10301,catastrophes,1
10302,Chronicle,1
10303,masquerade,1
10304,gradients,1
10305,jour,1
10306,288,1
10307,Motors,1
10308,freeboard,1
10309,ratrace,1
10310,Une,1
10311,rendezvous,1
10312,L.S.W.R.,1
10313,triangular,1
10314,Bring,1
10315,trembling,1
10316,connexion,1
10317,Shipbuilding,1
10318,cooperate,1
10319,Enquiry,1
10320,carefree,1
10321,dissection,1
10322,Food,1
10323,Lake,1
10324,actor,1
10325,parked,1
10326,obscene,1
10327,HOUSTON,1
10328,6persona,1
10329,bottling-store,1
10330,carrot,1
10331,Zambelli,1
10332,arts,1
10333,adore,1
10334,trawl,1
10335,wistaria,1
10336,diameter,1
10337,clinical,1
10338,pain,1
10339,urban,1
10340,scarlet,1
10341,sunlight,1
10342,Jun.,1
10343,intimation,1
10344,tober,1
10345,25,1
10346,executor,1
10347,cropped,1
10348,sulky,1
10349,limitations,1
10350,Taxation,1
10351,TOLD,1
10352,Florence,1
10353,Malin,1
10354,rampage,1
10355,2Ain't,1
10356,Times,1
10357,hand-crocheted,1
10358,carving,1
10359,forthcoming,1
10360,ashen,1
10361,brethren,1
10362,imprisonment,1
10363,Golden,1
10364,hatching,1
10365,speciality,1
10366,half-hour,1
10367,hereditary,1
10368,Moreover,1
10369,Light,1
10370,States',1
10371,1952-56,1
10372,reductions,1
10373,Archipelago,1
10374,hides,1
10375,documented,1
10376,fans,1
10377,decent,1
10378,discontent,1
10379,initialled,1
10380,belongings,1
10381,gobbet,1
10382,termination,1
10383,wiped,1
10384,Birmingham,1
10385,emerger,1
10386,hobby,1
10387,Blanc,1
10388,debauchery,1
10389,fringing,1
10390,Britons,1
10391,vigorously,1
10392,humanity,1
10393,Ralph,1
10394,spine,1
10395,Pact,1
10396,Auntie,1
10397,befall,1
10398,clasp,1
10399,elephant,1
10400,eager,1
10401,Duncalf,1
10402,brunette,1
10403,empowered,1
10404,2eddicated,1
10405,psycho-,1
10406,forged,1
10407,innovation,1
10408,northwest,1
10409,wiping,1
10410,rowing,1
10411,Wunder,1
10412,carpets,1
10413,slackness,1
10414,+3.6,1
10415,warmly,1
10416,sewers,1
10417,hiccup,1
10418,commandments,1
10419,Peasants',1
10420,3.6,1
10421,amiss,1
10422,exalt,1
10423,lumbered,1
10424,sends,1
10425,gradations,1
10426,roped,1
10427,Seventh,1
10428,postage,1
10429,dazzled,1
10430,oligarchy,1
10431,"550,000",1
10432,Serviceman,1
10433,faults,1
10434,redemption,1
10435,accurately,1
10436,Neh.,1
10437,ELEMENTARY,1
10438,decrease,1
10439,veiled,1
10440,planing,1
10441,lodgings,1
10442,Run,1
10443,bristled,1
10444,stream,1
10445,subsidized,1
10446,persuading,1
10447,unacceptable,1
10448,irons,1
10449,lest,1
10450,seaworthy,1
10451,Absurd,1
10452,enquiries,1
10453,monster,1
10454,modifications,1
10455,creative,1
10456,presided,1
10457,frayed,1
10458,jogged,1
10459,PILGRIM,1
10460,Advertisements,1
10461,self-absorption,1
10462,counteract,1
10463,Presently,1
10464,nected,1
10465,Matador,1
10466,Industrial,1
10467,thrifty,1
10468,tremen-,1
10469,toil,1
10470,angelo,1
10471,announcing,1
10472,sated,1
10473,brighter,1
10474,traversed,1
10475,convalescents,1
10476,swift,1
10477,Leeds,1
10478,gale,1
10479,American-born,1
10480,in-and-out,1
10481,decisively,1
10482,Stung,1
10483,conceal,1
10484,untrained,1
10485,breaths,1
10486,brother-,1
10487,proclamation,1
10488,thoria,1
10489,heedlessly,1
10490,costumes,1
10491,gummed,1
10492,coaxing,1
10493,NAME,1
10494,phase,1
10495,scraps,1
10496,expound,1
10497,lighted-up,1
10498,PERFORM,1
10499,illegitimate,1
10500,Trent,1
10501,transition,1
10502,promises,1
10503,reverend,1
10504,caraway,1
10505,laboriously,1
10506,Suffice,1
10507,Republic,1
10508,Loeb,1
10509,latter-day,1
10510,Daniels,1
10511,38,1
10512,printing,1
10513,FROM,1
10514,Lynn,1
10515,Making,1
10516,stick,1
10517,ignorance,1
10518,ecclesiastical,1
10519,traffic,1
10520,thumb-tacked,1
10521,poet's,1
10522,saddle,1
10523,intimidated,1
10524,ghastly,1
10525,focused,1
10526,Cowper,1
10527,Loving,1
10528,Steel,1
10529,murdered,1
10530,abscess,1
10531,streaks,1
10532,rebels,1
10533,bruising,1
10534,genera,1
10535,FRUITS,1
10536,deterioration,1
10537,fleshpots,1
10538,trend,1
10539,Empress,1
10540,articulation,1
10541,manfully,1
10542,deter-,1
10543,Alternatively,1
10544,Selwyn,1
10545,mid-step,1
10546,celery,1
10547,concentrate,1
10548,thriving,1
10549,agreeing,1
10550,Corell-Barnes,1
10551,opulent,1
10552,outlawed,1
10553,Suppose,1
10554,anaesthetists,1
10555,Higher,1
10556,Congolese,1
10557,literally,1
10558,semi-detached,1
10559,downstairs,1
10560,ingenuity,1
10561,tennis,1
10562,bro-,1
10563,novice,1
10564,compromise,1
10565,cardiac,1
10566,Peers',1
10567,filial,1
10568,snugly,1
10569,labora-,1
10570,mats,1
10571,Pakistan,1
10572,strictures,1
10573,predominates,1
10574,unwarranted,1
10575,stomach,1
10576,victors,1
10577,Municipal,1
10578,tended,1
10579,Judgement,1
10580,striking,1
10581,outrages,1
10582,electronics,1
10583,emphasizing,1
10584,influence,1
10585,twenty-four,1
10586,6sarong,1
10587,Intended,1
10588,stagnant,1
10589,Into,1
10590,luckily,1
10591,AIR,1
10592,tires,1
10593,repent,1
10594,drawings,1
10595,activists,1
10596,enforce,1
10597,practitioner,1
10598,tested,1
10599,objections,1
10600,EARL,1
10601,expels,1
10602,jaguar,1
10603,Marriage,1
10604,unjust,1
10605,Cypriots,1
10606,containers,1
10607,Hello,1
10608,Presidential,1
10609,shaken,1
10610,Strangely,1
10611,healthiest,1
10612,padlock,1
10613,0.006,1
10614,Goldie,1
10615,endearing,1
10616,amateur,1
10617,overnight-bag,1
10618,barriers,1
10619,ambassador,1
10620,reputation,1
10621,moister,1
10622,adequacy,1
10623,cog,1
10624,1963,1
10625,players,1
10626,nation-wide,1
10627,seedlings,1
10628,requirement,1
10629,romancers,1
10630,meandering,1
10631,tree-heavy,1
10632,curiously,1
10633,Stages,1
10634,branches,1
10635,mobilise,1
10636,brooding,1
10637,Godard's,1
10638,fetching,1
10639,halted,1
10640,ham,1
10641,fiend,1
10642,liked,1
10643,Tolchard,1
10644,Brezhnev,1
10645,programmes,1
10646,sentiments,1
10647,Mark,1
10648,inadequacy,1
10649,Ghanaian,1
10650,Parsons,1
10651,seconds,1
10652,teeth,1
10653,transplants,1
10654,Conway,1
10655,batches,1
10656,racist,1
10657,deceased,1
10658,superbly,1
10659,Ungoed-,1
10660,governing,1
10661,thou,1
10662,Llewelyn,1
10663,transported,1
10664,19.5,1
10665,exception,1
10666,ADAM,1
10667,800,1
10668,Julia,1
10669,Constitutional,1
10670,flagrant,1
10671,riveted,1
10672,Bavarians,1
10673,properties,1
10674,psychologists,1
10675,lane,1
10676,destroying,1
10677,toothless,1
10678,88,1
10679,beaks,1
10680,Private,1
10681,experimental,1
10682,Inside,1
10683,abode,1
10684,couch,1
10685,chaplet,1
10686,Antarctic,1
10687,neglected,1
10688,seasonal,1
10689,diffidently,1
10690,respectable,1
10691,Japanese,1
10692,hindered,1
10693,Natural,1
10694,bite,1
10695,lace-,1
10696,matched,1
10697,Qoheleth,1
10698,Brest,1
10699,UO2,1
10700,steamed,1
10701,ZANTE,1
10702,disconcerting,1
10703,cycle,1
10704,707,1
10705,transfixed,1
10706,Miracle,1
10707,couchii,1
10708,Marxism,1
10709,Show,1
10710,untoward,1
10711,villain,1
10712,1944,1
10713,thorniest,1
10714,uniting,1
10715,Confusion,1
10716,pahits,1
10717,Madawaska,1
10718,fallow,1
10719,hinting,1
10720,HEARD,1
10721,mysteriously,1
10722,Calanoides,1
10723,suits,1
10724,jaws,1
10725,endure,1
10726,REFUGEES,1
10727,curb,1
10728,woke,1
10729,GERMANY'S,1
10730,p.,1
10731,liar,1
10732,uniformity,1
10733,craterlet,1
10734,stunned,1
10735,premature,1
10736,unreliable,1
10737,layman,1
10738,ungainly,1
10739,Vauxhall,1
10740,pub,1
10741,unexplained,1
10742,sending,1
10743,chilly,1
10744,boat-train,1
10745,Accra's,1
10746,pleurisy,1
10747,shopgirls,1
10748,spell,1
10749,majo-,1
10750,Have,1
10751,whisked,1
10752,sting,1
10753,J,1
10754,flirting,1
10755,minority,1
10756,inflated,1
10757,Hostel,1
10758,knelt,1
10759,poky,1
10760,householders,1
10761,58,1
10762,sitively,1
10763,Easy,1
10764,monitor,1
10765,furious,1
10766,communique,1
10767,burnt,1
10768,momentary,1
10769,reader,1
10770,Dressed,1
10771,approve,1
10772,exposed,1
10773,larders,1
10774,Mule,1
10775,dustbin,1
10776,feudalism,1
10777,discussing,1
10778,hallway,1
10779,hypocritical,1
10780,ris,1
10781,unwavering,1
10782,acquaintance,1
10783,vitamin,1
10784,stretcher,1
10785,unaligned,1
10786,Drayford,1
10787,periods,1
10788,flickered,1
10789,Initiating,1
10790,unambiguous,1
10791,tartan,1
10792,best-seller,1
10793,festival,1
10794,FOULKES,1
10795,nal,1
10796,Steytler,1
10797,animated,1
10798,electrocution,1
10799,Bonn,1
10800,shaving,1
10801,Austria,1
10802,withdraw,1
10803,gained,1
10804,basing,1
10805,going-out,1
10806,Foodlore,1
10807,mighty,1
10808,dentists,1
10809,Gaitskellism,1
10810,bless,1
10811,beginner,1
10812,wicked,1
10813,to-day,1
10814,submariners,1
10815,manipulator,1
10816,classic,1
10817,unredee-,1
10818,disapproved,1
10819,Gagarin,1
10820,blight,1
10821,lb.,1
10822,militant,1
10823,craftsmen,1
10824,incredulous,1
10825,tragic,1
10826,shots,1
10827,kingdoms,1
10828,reproaches,1
10829,affilia-,1
10830,universally,1
10831,historians,1
10832,Patrice,1
10833,Godard,1
10834,peachtrees,1
10835,outline,1
10836,bet,1
10837,wearied,1
10838,wipe,1
10839,about-,1
10840,Scar-,1
10841,hatch,1
10842,Coca-Cola,1
10843,supernatural,1
10844,terminated,1
10845,fumble,1
10846,2a-calling,1
10847,Goja,1
10848,Farlingham,1
10849,spiv,1
10850,fin,1
10851,1939,1
10852,1.25,1
10853,Bottom,1
10854,shipping,1
10855,concentrations,1
10856,sacks,1
10857,Baltic,1
10858,near-by,1
10859,Bosmina,1
10860,well-established,1
10861,Er,1
10862,shoals,1
10863,Aboard,1
10864,clearance,1
10865,ml,1
10866,individuality,1
10867,ther-in-law,1
10868,Getting,1
10869,tape-recorded,1
10870,monopoly,1
10871,defaced,1
10872,implications,1
10873,flushed,1
10874,hard-hitting,1
10875,turmoil,1
10876,Master,1
10877,newly-weds,1
10878,6a,1
10879,widows,1
10880,pending,1
10881,advantageously,1
10882,Levit.,1
10883,hills,1
10884,flagging,1
10885,Royce,1
10886,fireplace,1
10887,addicts,1
10888,sandy-floored,1
10889,fascinated,1
10890,thrill,1
10891,tonic,1
10892,dynamic,1
10893,Chairbacks,1
10894,despatched,1
10895,laboratory,1
10896,celebrate,1
10897,barrel,1
10898,earns,1
10899,entrusting,1
10900,Pensions,1
10901,locks,1
10902,'61,1
10903,colony,1
10904,electrodes,1
10905,canyons,1
10906,another's,1
10907,ion,1
10908,Hopes,1
10909,rescued,1
10910,Thought,1
10911,sightseers,1
10912,liberalism,1
10913,Bending,1
10914,translation,1
10915,hefty,1
10916,crawl,1
10917,shake-off,1
10918,fat,1
10919,bean,1
10920,Daggers,1
10921,corporations',1
10922,adjusting,1
10923,stack,1
10924,pleading,1
10925,embraces,1
10926,disadvantages,1
10927,morrow,1
10928,unsus-,1
10929,ro*?5le,1
10930,Forrest's,1
10931,REFERENCE,1
10932,sieved,1
10933,Oi,1
10934,sma-,1
10935,tight-lipped,1
